References,ID,Phylum,Class,Order,Family,Genus,Species,Habitat,Temp,Volume,Growth,Lat,Lon
Anderson and Rynearson (2020),522,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema dohrnii,Marine,22,,1.7251,41.47,-71.39
Anderson and Rynearson (2020),522,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema dohrnii,Marine,22,,1.7489,41.47,-71.39
Anderson and Rynearson (2020),522,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema dohrnii,Marine,22,,1.667,41.47,-71.39
Anderson and Rynearson (2020),522,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema dohrnii,Marine,30,,1.3019,41.47,-71.39
Anderson and Rynearson (2020),522,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema dohrnii,Marine,30,,1.2781,41.47,-71.39
Anderson and Rynearson (2020),522,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema dohrnii,Marine,30,,1.2979,41.47,-71.39
Anderson and Rynearson (2020),522,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema dohrnii,Marine,35,,0,41.47,-71.39
Anderson and Rynearson (2020),522,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema dohrnii,Marine,4,,0.4441,41.47,-71.39
Anderson and Rynearson (2020),522,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema dohrnii,Marine,4,,0.5733,41.47,-71.39
Anderson and Rynearson (2020),522,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema dohrnii,Marine,4,,0.3921,41.47,-71.39
Anderson and Rynearson (2020),522,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema dohrnii,Marine,9,,1.0592,41.47,-71.39
Anderson and Rynearson (2020),522,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema dohrnii,Marine,9,,1.0578,41.47,-71.39
Anderson and Rynearson (2020),522,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema dohrnii,Marine,9,,1.1083,41.47,-71.39
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,15,,1.5098,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,15,,1.5328,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,15,,1.5453,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,22,,1.6943,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,22,,1.7192,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,22,,1.7157,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,25,,1.524,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,25,,1.5365,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,25,,1.5231,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,30,,1.3196,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,30,,1.4051,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,30,,1.409,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,35,,0,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,4,,0,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,9,,0.927,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,9,,0.9542,41.433,-71.455
Anderson and Rynearson (2020),523,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,9,,0.9552,41.433,-71.455
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,1,,0,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,15,,1.3257,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,15,,1.2902,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,15,,1.3218,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,22,,1.6593,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,22,,1.5793,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,22,,1.5217,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,25,,1.8834,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,25,,1.8346,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,25,,1.9118,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,30,,1.6529,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,30,,1.8041,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,30,,1.5226,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,34,,0,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,4,,0.2225,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,4,,0.3767,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,4,,0.1107,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,4,,0.3712,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,9,,0.9466,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,9,,0.899,41.47,-71.39
Anderson and Rynearson (2020),524,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,9,,0.9889,41.47,-71.39
Anderson and Rynearson (2020),525,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae,Marine,32,,0,41.47,-71.39
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.3095,41.226,-73.064
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.3164,41.226,-73.064
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.3497,41.226,-73.064
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,109.7,1.3546,41.226,-73.064
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,109.7,1.3663,41.226,-73.064
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,109.7,1.2826,41.226,-73.064
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,180.3,1.3205,41.226,-73.064
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,180.3,1.264,41.226,-73.064
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,180.3,1.3113,41.226,-73.064
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,30,180.3,0,41.226,-73.064
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.15,41.226,-73.064
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.3775,41.226,-73.064
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.1986,41.226,-73.064
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,0.8348,41.226,-73.064
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,0.8282,41.226,-73.064
Anderson and Rynearson (2020),526,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,0.8294,41.226,-73.064
Anderson and Rynearson (2020),527,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.101,41.47,-71.39
Anderson and Rynearson (2020),527,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.1687,41.47,-71.39
Anderson and Rynearson (2020),527,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.142,41.47,-71.39
Anderson and Rynearson (2020),527,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,109.7,1.4306,41.47,-71.39
Anderson and Rynearson (2020),527,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,109.7,1.4609,41.47,-71.39
Anderson and Rynearson (2020),527,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,109.7,1.406,41.47,-71.39
Anderson and Rynearson (2020),527,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,180.3,1.1514,41.47,-71.39
Anderson and Rynearson (2020),527,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,180.3,1.3747,41.47,-71.39
Anderson and Rynearson (2020),527,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,180.3,1.2716,41.47,-71.39
Anderson and Rynearson (2020),527,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.1919,41.47,-71.39
Anderson and Rynearson (2020),527,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.3606,41.47,-71.39
Anderson and Rynearson (2020),527,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.3585,41.47,-71.39
Anderson and Rynearson (2020),527,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,0.8415,41.47,-71.39
Anderson and Rynearson (2020),527,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,0.8495,41.47,-71.39
Anderson and Rynearson (2020),527,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,0.8594,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.1685,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.1646,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.1876,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.47,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.3026,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.4298,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,109.7,1.6295,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,109.7,1.5355,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,109.7,1.6602,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,180.3,1.5704,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,180.3,1.6537,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,180.3,1.5756,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,27,180.3,1.5441,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,27,180.3,1.5224,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,27,180.3,1.5175,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,30,180.3,0,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.5675,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.5919,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.5889,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,1.0421,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,1.0869,41.47,-71.39
Anderson and Rynearson (2020),528,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,1.0991,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.1357,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.1225,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.1577,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.3051,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.2246,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.3291,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,109.7,1.3541,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,109.7,1.2722,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,109.7,1.3673,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,180.3,1.498,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,180.3,1.494,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,180.3,1.6044,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,30,180.3,0,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.5736,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.5516,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,235.2,0.5991,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,0.8648,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,0.9335,41.47,-71.39
Anderson and Rynearson (2020),529,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,235.2,0.9585,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.0744,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.0771,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,-1,235.2,0.0721,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.2307,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.1809,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,15,235.2,1.1429,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,87.5,1.6178,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,87.5,1.5317,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,22,87.5,1.612,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,224.9,1.4894,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,224.9,1.4339,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,25,224.9,1.5281,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,27,224.9,1.068,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,27,224.9,1.204,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,27,224.9,1.0469,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,30,224.9,0,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,194.1,0.7813,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,194.1,0.7753,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,4,194.1,0.8176,41.47,-71.39
Anderson and Rynearson (2020),530,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,Marine,9,194.1,1.0318,41.47,-71.39
